data_inversa;dia_semana;br;km;causa_acidente;tipo_acidente;fase_dia;condicao_metereologica;mortos;ilesos;feridos
2020-08-16;domingo;174;895.0;Não guardar distância de segurança;Colisão traseira;anoitecer;ceu claro;0;0;2
2020-08-21;sexta;174;898.4;Defeito Mecânico no Veículo;Incêndio;plena noite;ceu claro;0;1;0
2020-08-29;sábado;174;902.0;Falta de Atenção à Condução;Colisão lateral;pleno dia;ceu claro;0;2;1
2020-08-29;sábado;174;894.5;Falta de Atenção à Condução;Tombamento;plena noite;chuva;0;0;1
2020-09-05;sábado;174;965.0;Restrição de Visibilidade;Colisão transversal;plena noite;ceu claro;0;0;11
2020-09-06;domingo;174;965.0;Não guardar distância de segurança;Colisão traseira;pleno dia;sol;0;2;2
2020-09-13;domingo;174;962.2;Falta de Atenção à Condução;Engavetamento;pleno dia;ceu claro;0;20;5
2020-09-22;terça;174;885.5;Falta de Atenção à Condução;Colisão traseira;pleno dia;ceu claro;0;1;1
2020-10-08;quinta;174;898.0;Defeito Mecânico no Veículo;Incêndio;pleno dia;ceu claro;0;2;0
2020-10-09;sexta;174;976.0;Objeto estático sobre o leito carroçável;Colisão frontal;pleno dia;ceu claro;0;4;1
2020-10-12;segunda;174;920.0;Falta de Atenção à Condução;Saída de leito carroçável;pleno dia;ceu claro;0;0;4
2020-10-28;quarta;174;910.0;Defeito Mecânico no Veículo;Queda de ocupante de veículo;plena noite;garoa/chuvisco;0;0;2
2020-10-31;sábado;174;903.0;Ingestão de Álcool;Colisão traseira;anoitecer;ceu claro;0;2;0
2020-11-15;domingo;174;939.0;Falta de Atenção do Pedestre;Atropelamento de Pedestre;pleno dia;ceu claro;0;1;1
2020-11-19;quinta;174;958.0;Desobediência às normas de trânsito pelo condutor;Saída de leito carroçável;amanhecer;nublado;0;0;3
2020-11-27;sexta;174;940.0;Desobediência às normas de trânsito pelo condutor;Colisão lateral;pleno dia;nublado;0;1;2
2020-11-28;sábado;174;908.0;Ingestão de Álcool;Colisão traseira;plena noite;garoa/chuvisco;0;1;0
2020-12-07;segunda;174;967.0;Falta de Atenção à Condução;Capotamento;pleno dia;chuva;0;0;1
2020-12-08;terça;174;941.2;Defeito na Via;Tombamento;anoitecer;nublado;0;0;1
2020-12-09;quarta;174;899.0;Falta de Atenção à Condução;Colisão transversal;pleno dia;chuva;1;1;0
2020-12-21;segunda;174;947.0;Falta de Atenção à Condução;Saída de leito carroçável;plena noite;ceu claro;0;2;0
2020-12-23;quarta;174;921.0;Defeito na Via;Saída de leito carroçável;pleno dia;nublado;0;0;0
